"mean_NO2","sd_NO2","var_NO2","median_NO2","IQR_NO2","mean_temp","sd_temp","var_temp","median_temp","IQR_temp","mean_RelHum","sd_RelHum","var_RelHum","median_RelHum","IQR_RelHum","mean_hw","sd_hw","var_hw","median_hw","IQR_hw"
6.38333333333333,4.64718492031636,21.5963276836158,5,5,10.5942556060606,1.7895137752875,3.20235955194371,10.1527883333333,1.11456416666667,87.8857916810967,5.88081382249347,34.5839712148302,89.7371030952381,4.03302595238095,0.904335858585859,0.51286293594794,0.26302839106914,0.803333333333333,0.520833333333333
