"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",116.335906240025,16.2942461387863,7.13969245641271,8.25617759052296e-11
"Temp_Corrected",-1.82519069419297,0.675490581634598,-2.70202241721306,0.00790811866462422
"Rel.Hum_Corrected",-1.0191527628124,0.114674124191411,-8.88738213610647,8.4660465905919e-15
"Wind.Speed",0.627736508774964,1.25065280298762,0.501927079422358,0.616654088899316
"Headwind",-1.16211421201917,1.09505984316378,-1.06123352004367,0.290751023644646
