"mean_NO2","sd_NO2","var_NO2","median_NO2","IQR_NO2","mean_temp","sd_temp","var_temp","median_temp","IQR_temp","mean_RelHum","sd_RelHum","var_RelHum","median_RelHum","IQR_RelHum","mean_hw","sd_hw","var_hw","median_hw","IQR_hw"
17.1222222222222,8.43082754221642,71.078853046595,17.9,4.5,11.820576845553,0.510420323417681,0.26052890655781,11.7570206349206,0.495903968253966,77.1334064247921,6.21183394110449,38.5868809118577,76.1350828571429,8.24338190476189,0.773121693121693,0.491253561832235,0.241330062012858,0.776666666666667,0.56
