"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",126.921922582408,37.4370670985669,3.39027419664684,0.00125057482997345
"Temp_Corrected",-3.16008010272587,2.24090521112434,-1.41018017497507,0.163736827527404
"Rel.Hum_Corrected",-0.904949075470527,0.185520383475013,-4.87789567119135,8.48091606326824e-06
"Headwind",-3.41980552263073,1.77548981550249,-1.92611948137977,0.0589117522544427
