"","Estimate","Std. Error","t value","Pr(>|t|)"
"(Intercept)",-48.2497477168594,39.5884669443471,-1.21878292950036,0.22812841669598
"Temp_Corrected",2.20137643795139,1.13260033044937,1.94364806257647,0.0570614838553996
"Rel.Hum_Corrected",0.343919058594239,0.312740640969906,1.09969416679469,0.276255629441282
"Wind.Speed",1.7815788484123,1.56699001528443,1.13694333150483,0.260491254162406
"Headwind",-1.90451619560712,1.11042087385626,-1.71513003803065,0.0919510021831692
